"phylum","class","order","family","genus","species"
"Arthropoda","Insecta","Lepidoptera","Geometridae","Timandra","Timandra comae"
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Timarcha","Timarcha goettingensis"
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Timarcha","Timarcha metallica"
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Timarcha","Timarcha tenebricosa"
"Mollusca","Bivalvia","Venerida","Veneridae","Timoclea","Timoclea ovata"
"Arthropoda","Insecta","Lepidoptera","Douglasiidae","Tinagma","Tinagma balteolella"
"Arthropoda","Insecta","Lepidoptera","Douglasiidae","Tinagma","Tinagma ocnerostomella"
"Arthropoda","Insecta","Lepidoptera","Douglasiidae","Tinagma","Tinagma perdicella"
"Chordata","Actinopteri","Cypriniformes","Tincidae","Tinca","Tinca tinca"
"Arthropoda","Insecta","Lepidoptera","Tineidae","Tinea","Tinea columbariella"
"Arthropoda","Insecta","Lepidoptera","Tineidae","Tinea","Tinea dubiella"
"Arthropoda","Insecta","Lepidoptera","Tineidae","Tinea","Tinea pallescentella"
"Arthropoda","Insecta","Lepidoptera","Tineidae","Tinea","Tinea pellionella"
"Arthropoda","Insecta","Lepidoptera","Tineidae","Tinea","Tinea semifulvella"
"Arthropoda","Insecta","Lepidoptera","Tineidae","Tinea","Tinea steueri"
"Arthropoda","Insecta","Lepidoptera","Tineidae","Tinea","Tinea trinotella"
"Arthropoda","Insecta","Lepidoptera","Tineidae","Tineola","Tineola bisselliella"
"Arthropoda","Insecta","Hemiptera","Tingidae","Tingis","Tingis ampliata"
"Arthropoda","Insecta","Hemiptera","Tingidae","Tingis","Tingis cardui"
"Arthropoda","Insecta","Hemiptera","Tingidae","Tingis","Tingis crispata"
"Arthropoda","Insecta","Hemiptera","Tingidae","Tingis","Tingis pilosa"
"Arthropoda","Insecta","Hemiptera","Tingidae","Tingis","Tingis reticulata"
"Arthropoda","Insecta","Hemiptera","Aphididae","Tinocallis","Tinocallis saltans"
"Arthropoda","Insecta","Hemiptera","Aphididae","Tinocallis","Tinocallis takachihoensis"
"Arthropoda","Insecta","Trichoptera","Psychomyiidae","Tinodes","Tinodes assimilis"
"Arthropoda","Insecta","Trichoptera","Psychomyiidae","Tinodes","Tinodes maculicornis"
"Arthropoda","Insecta","Trichoptera","Psychomyiidae","Tinodes","Tinodes pallidulus"
"Arthropoda","Insecta","Trichoptera","Psychomyiidae","Tinodes","Tinodes rostocki"
"Arthropoda","Insecta","Trichoptera","Psychomyiidae","Tinodes","Tinodes unicolor"
"Arthropoda","Insecta","Trichoptera","Psychomyiidae","Tinodes","Tinodes waeneri"
"Arthropoda","Insecta","Coleoptera","Staphylinidae","Tinotus","Tinotus morion"
"Arthropoda","Insecta","Hymenoptera","Tiphiidae","Tiphia","Tiphia femorata"
"Arthropoda","Arachnida","Trombidiformes","Pionidae","Tiphys","Tiphys ornatus"
"Arthropoda","Insecta","Diptera","Tipulidae","Tipula","Tipula fascipennis"
"Arthropoda","Insecta","Diptera","Tipulidae","Tipula","Tipula flavolineata"
"Arthropoda","Insecta","Diptera","Tipulidae","Tipula","Tipula lateralis"
"Arthropoda","Insecta","Diptera","Tipulidae","Tipula","Tipula luna"
"Arthropoda","Insecta","Diptera","Tipulidae","Tipula","Tipula maxima"
"Arthropoda","Insecta","Diptera","Tipulidae","Tipula","Tipula oleracea"
"Arthropoda","Insecta","Diptera","Tipulidae","Tipula","Tipula pagana"
"Arthropoda","Insecta","Diptera","Tipulidae","Tipula","Tipula paludosa"
"Arthropoda","Insecta","Diptera","Tipulidae","Tipula","Tipula pauli"
"Arthropoda","Insecta","Diptera","Tipulidae","Tipula","Tipula pseudovariipennis"
"Arthropoda","Insecta","Diptera","Tipulidae","Tipula","Tipula scripta"
"Arthropoda","Insecta","Diptera","Tipulidae","Tipula","Tipula submarmorata"
"Arthropoda","Insecta","Diptera","Tipulidae","Tipula","Tipula truncorum"
"Arthropoda","Insecta","Diptera","Tipulidae","Tipula","Tipula varipennis"
"Arthropoda","Insecta","Diptera","Tipulidae","Tipula","Tipula vernalis"
"Arthropoda","Insecta","Diptera","Tipulidae","Tipula","Tipula winthemi"
"Arthropoda","Hexanauplia","Harpacticoida","Tisbidae","Tisbe","Tisbe furcata"
"Arthropoda","Insecta","Lepidoptera","Tischeriidae","Tischeria","Tischeria dodonaea"
"Arthropoda","Insecta","Lepidoptera","Tischeriidae","Tischeria","Tischeria ekebladella"
"Arthropoda","Arachnida","Araneae","Linyphiidae","Tiso","Tiso vagans"
"Arthropoda","Arachnida","Araneae","Titanoecidae","Titanoeca","Titanoeca quadriguttata"
"Arthropoda","Insecta","Diptera","Tachinidae","Tlephusa","Tlephusa cincinna"
"Arthropoda","Arachnida","Araneae","Thomisidae","Tmarus","Tmarus piger"
"Nematoda","Enoplea","Triplonchida","Tobrilidae","Neotobrilus","Neotobrilus diversipapillatus"
"Nematoda","Enoplea","Triplonchida","Tobrilidae","Tobrilus","Tobrilus gracilis"
"Mollusca","Cephalopoda","Teuthida","Ommastrephidae","Todarodes","Todarodes sagittatus"
"Mollusca","Cephalopoda","Teuthida","Ommastrephidae","Todaropsis","Todaropsis eblanae"
"Arthropoda","Insecta","Diptera","Asilidae","Tolmerus","Tolmerus atricapillus"
"Arthropoda","Insecta","Coleoptera","Curculionidae","Tomicus","Tomicus minor"
"Arthropoda","Insecta","Coleoptera","Curculionidae","Tomicus","Tomicus piniperda"
"Arthropoda","Collembola","Entomobryomorpha","Tomoceridae","Tomocerus","Tomocerus flavescens"
"Arthropoda","Collembola","Entomobryomorpha","Tomoceridae","Tomocerus","Tomocerus minor"
"Arthropoda","Collembola","Entomobryomorpha","Tomoceridae","Tomocerus","Tomocerus vulgaris"
"Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Tomostethus","Tomostethus nigritus"
"Arthropoda","Insecta","Diptera","Pipunculidae","Tomosvaryella","Tomosvaryella cilitarsis"
"Arthropoda","Insecta","Diptera","Pipunculidae","Tomosvaryella","Tomosvaryella geniculata"
"Arthropoda","Insecta","Diptera","Pipunculidae","Tomosvaryella","Tomosvaryella kuthyi"
"Arthropoda","Insecta","Diptera","Pipunculidae","Tomosvaryella","Tomosvaryella minima"
"Arthropoda","Insecta","Diptera","Pipunculidae","Tomosvaryella","Tomosvaryella sylvatica"
"Arthropoda","Insecta","Coleoptera","Mordellidae","Tomoxia","Tomoxia bucephala"
"Arthropoda","Ostracoda","Podocopida","Cyprididae","Tonnacypris","Tonnacypris lutaria"
"Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Torleya","Torleya major"
"Chordata","Chondrichthyes","Torpediniformes","Torpedinidae","Torpedo","Torpedo marmorata"
"Arthropoda","Arachnida","Trombidiformes","Torrenticolidae","Torrenticola","Torrenticola amplexa"
"Arthropoda","Insecta","Lepidoptera","Tortricidae","Tortricodes","Tortricodes alternella"
"Arthropoda","Insecta","Lepidoptera","Tortricidae","Tortrix","Tortrix viridana"
"Arthropoda","Insecta","Hymenoptera","Torymidae","Torymoides","Torymoides kiesenwetteri"
"Arthropoda","Insecta","Hymenoptera","Torymidae","Torymus","Torymus affinis"
"Arthropoda","Insecta","Hymenoptera","Torymidae","Torymus","Torymus auratus"
"Arthropoda","Insecta","Hymenoptera","Torymidae","Torymus","Torymus azureus"
"Arthropoda","Insecta","Hymenoptera","Torymidae","Torymus","Torymus bedeguaris"
"Arthropoda","Insecta","Hymenoptera","Torymidae","Torymus","Torymus cultriventris"
"Arthropoda","Insecta","Hymenoptera","Torymidae","Torymus","Torymus cupreus"
"Arthropoda","Insecta","Hymenoptera","Torymidae","Torymus","Torymus cyaneus"
"Arthropoda","Insecta","Hymenoptera","Torymidae","Torymus","Torymus fagineus"
"Arthropoda","Insecta","Hymenoptera","Torymidae","Torymus","Torymus flavipes"
"Arthropoda","Insecta","Hymenoptera","Torymidae","Torymus","Torymus geranii"
"Arthropoda","Insecta","Hymenoptera","Torymidae","Torymus","Torymus hylesini"
"Arthropoda","Insecta","Hymenoptera","Torymidae","Torymus","Torymus laetus"
"Arthropoda","Insecta","Hymenoptera","Torymidae","Torymus","Torymus rubi"
"Arthropoda","Insecta","Hymenoptera","Torymidae","Torymus","Torymus stenus"
"Nematoda","Chromadorea","Strongylida",NA,"Torynurus","Torynurus convolutus"
"Arthropoda","Insecta","Hymenoptera","Braconidae","Townesilitus","Townesilitus aemulus"
"Arthropoda","Insecta","Hymenoptera","Braconidae","Townesilitus","Townesilitus bicolor"
"Arthropoda","Insecta","Hymenoptera","Braconidae","Townesilitus","Townesilitus deceptor"
"Arthropoda","Insecta","Diptera","Tachinidae","Townsendiellomyia","Townsendiellomyia nidicola"
"Arthropoda","Insecta","Hymenoptera","Braconidae","Toxares","Toxares deltiger"
"Nematoda","Chromadorea","Rhabditida","Ascarididae","Toxascaris","Toxascaris leonina"
"Nematoda","Chromadorea","Rhabditida","Toxocaridae","Toxocara","Toxocara canis"
"Nematoda","Chromadorea","Rhabditida","Toxocaridae","Toxocara","Toxocara cati"
"Nematoda","Chromadorea","Rhabditida","Toxocaridae","Toxocara","Toxocara vitulorum"
"Arthropoda","Insecta","Hemiptera","Delphacidae","Toya","Toya propinqua"
"Arthropoda","Insecta","Lepidoptera","Noctuidae","Trachea","Trachea atriplicis"
"Arthropoda","Hexanauplia","Siphonostomatoida","Lernaeopodidae","Tracheliastes","Tracheliastes polycolpus"
"Arthropoda","Malacostraca","Isopoda","Trachelipodidae","Trachelipus","Trachelipus rathkii"
"Arthropoda","Malacostraca","Isopoda","Trachelipodidae","Trachelipus","Trachelipus ratzeburgii"
"Arthropoda","Insecta","Hymenoptera","Cephidae","Trachelus","Trachelus tabidus"
"Chordata",NA,"Testudines","Emydidae","Trachemys","Trachemys scripta"
"Chordata","Actinopteri","Carangiformes","Carangidae","Trachinotus","Trachinotus ovatus"
"Chordata","Actinopteri","Perciformes","Trachinidae","Trachinus","Trachinus draco"
"Arthropoda","Insecta","Coleoptera","Curculionidae","Trachodes","Trachodes hispidus"
"Chordata","Actinopteri","Carangiformes","Carangidae","Trachurus","Trachurus trachurus"
"Arthropoda","Insecta","Hymenoptera","Megachilidae","Trachusa","Trachusa byssina"
"Arthropoda","Insecta","Diptera","Sphaeroceridae","Trachyopella","Trachyopella lineafrons"
"Arthropoda","Insecta","Coleoptera","Curculionidae","Trachyphloeus","Trachyphloeus alternans"
"Arthropoda","Insecta","Coleoptera","Curculionidae","Romualdius","Romualdius angustisetulus"
"Arthropoda","Insecta","Coleoptera","Curculionidae","Trachyphloeus","Trachyphloeus aristatus"
"Arthropoda","Insecta","Coleoptera","Curculionidae","Trachyphloeus","Trachyphloeus spinosus"
"Arthropoda","Insecta","Coleoptera","Curculionidae","Romualdius","Romualdius bifoveolatus"
"Arthropoda","Insecta","Coleoptera","Curculionidae","Trachyphloeus","Trachyphloeus heymesi"
"Arthropoda","Insecta","Coleoptera","Curculionidae","Trachyphloeus","Trachyphloeus scabriculus"
"Arthropoda","Insecta","Coleoptera","Curculionidae","Trachyphloeus","Trachyphloeus spinimanus"
"Arthropoda","Insecta","Coleoptera","Buprestidae","Trachys","Trachys minutus"
"Arthropoda","Insecta","Coleoptera","Buprestidae","Trachys","Trachys scrobiculatus"
"Arthropoda","Insecta","Coleoptera","Buprestidae","Trachys","Trachys troglodytes"
"Arthropoda","Arachnida","Mesostigmata","Trachytidae","Trachytes","Trachytes aegrota"
"Arthropoda","Arachnida","Araneae","Gnaphosidae","Trachyzelotes","Trachyzelotes pedestris"
"Arthropoda","Insecta","Hemiptera","Lachnidae","Trama","Trama caudata"
"Arthropoda","Insecta","Hemiptera","Lachnidae","Trama","Trama maritima"
"Arthropoda","Insecta","Hemiptera","Lachnidae","Trama","Trama rara"
"Arthropoda","Insecta","Hemiptera","Lachnidae","Trama","Trama troglodytes"
"Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Tranosema","Tranosema rostrale"
"Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Tranosemella","Tranosemella praerogator"
"Arthropoda","Insecta","Hemiptera","Rhyparochromidae","Trapezonotus","Trapezonotus arenarius"
"Arthropoda","Insecta","Hemiptera","Rhyparochromidae","Trapezonotus","Trapezonotus dispar"
"Annelida","Polychaeta",NA,"Opheliidae","Travisia","Travisia forbesii"
"Arthropoda","Insecta","Coleoptera","Carabidae","Trechoblemus","Trechoblemus micros"
"Arthropoda","Insecta","Coleoptera","Carabidae","Trechus","Trechus obtusus"
"Arthropoda","Insecta","Coleoptera","Carabidae","Trechus","Trechus quadristriatus"
"Arthropoda","Insecta","Coleoptera","Carabidae","Trechus","Trechus rubens"
"Arthropoda","Arachnida","Araneae","Linyphiidae","Trematocephalus","Trematocephalus cristatus"
"Arthropoda","Insecta","Hymenoptera","Siricidae","Tremex","Tremex fuscicornis"
"Arthropoda","Insecta","Hemiptera","Cicadellidae","Tremulicerus","Tremulicerus fulgidus"
"Arthropoda","Arachnida","Sarcoptiformes","Trhypochthoniidae","Trhypochthonius","Trhypochthonius cladonicolus"
"Arthropoda","Arachnida","Sarcoptiformes","Trhypochthoniidae","Trhypochthonius","Trhypochthonius tectorum"
"Arthropoda","Insecta","Trichoptera","Leptoceridae","Triaenodes","Triaenodes bicolor"
"Arthropoda","Insecta","Trichoptera","Leptoceridae","Triaenodes","Triaenodes conspersus"
"Platyhelminthes","Cestoda","Bothriocephalidea","Triaenophoridae","Triaenophorus","Triaenophorus nodulosus"
"Arthropoda","Insecta","Hemiptera","Aleyrodidae","Trialeurodes","Trialeurodes vaporariorum"
"Arthropoda","Insecta","Diptera","Tachinidae","Triarthria","Triarthria setipennis"
"Arthropoda","Insecta","Coleoptera","Leiodidae","Triarthron","Triarthron maerkelii"
"Arthropoda","Insecta","Lepidoptera","Tineidae","Triaxomera","Triaxomera fulvimitrella"
"Arthropoda","Insecta","Lepidoptera","Tineidae","Triaxomera","Triaxomera parasitella"
"Arthropoda","Insecta","Diptera","Chironomidae","Tribelos","Tribelos intextus"
"Arthropoda","Insecta","Coleoptera","Tenebrionidae","Tribolium","Tribolium castaneum"
"Arthropoda","Insecta","Coleoptera","Tenebrionidae","Tribolium","Tribolium confusum"
"Arthropoda","Insecta","Coleoptera","Tenebrionidae","Tribolium","Tribolium destructor"
"Bryozoa","Gymnolaemata","Cheilostomatida","Candidae","Tricellaria","Tricellaria inopinata"
"Bryozoa","Gymnolaemata","Cheilostomatida","Candidae","Tricellaria","Tricellaria ternata"
"Arthropoda","Insecta","Psocoptera","Psocidae","Trichadenotecnum","Trichadenotecnum germanicum"
"Arthropoda","Insecta","Psocoptera","Psocidae","Trichadenotecnum","Trichadenotecnum majus"
"Arthropoda","Insecta","Psocoptera","Psocidae","Trichadenotecnum","Trichadenotecnum sexpunctatum"
"Mollusca","Gastropoda","Stylommatophora","Hygromiidae","Trochulus","Trochulus hispidus"
"Mollusca","Gastropoda","Stylommatophora","Hygromiidae","Trochulus","Trochulus striolatus"
"Arthropoda","Insecta","Diptera","Hybotidae","Trichina","Trichina bilobata"
"Arthropoda","Insecta","Diptera","Hybotidae","Trichina","Trichina elongata"
"Arthropoda","Insecta","Diptera","Hybotidae","Trichina","Trichina opaca"
"Nematoda","Enoplea","Trichinellida","Trichinellidae","Trichinella","Trichinella britovi"
"Nematoda","Enoplea","Trichinellida","Trichinellidae","Trichinella","Trichinella pseudospiralis"
"Nematoda","Enoplea","Trichinellida","Trichinellidae","Trichinella","Trichinella spiralis"
"Arthropoda","Insecta","Diptera","Hybotidae","Trichinomyia","Trichinomyia flavipes"
"Arthropoda","Insecta","Hymenoptera","Cimbicidae","Trichiosoma","Trichiosoma lucorum"
"Arthropoda","Insecta","Hymenoptera","Cimbicidae","Trichiosoma","Trichiosoma sorbi"
"Arthropoda","Insecta","Hymenoptera","Cimbicidae","Trichiosoma","Trichiosoma tibiale"
"Arthropoda","Insecta","Hymenoptera","Cimbicidae","Trichiosoma","Trichiosoma vitellina"
"Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Trichiura","Trichiura crataegi"
"Arthropoda","Insecta","Coleoptera","Scarabaeidae","Trichius","Trichius fasciatus"
"Arthropoda","Insecta","Coleoptera","Scarabaeidae","Trichius","Trichius zonatus"
"Arthropoda","Insecta","Coleoptera","Staphylinidae","Trichiusa","Trichiusa immigrata"
"Platyhelminthes","Trematoda","Strigeidida","Schistosomatidae","Trichobilharzia","Trichobilharzia ocellata"
"Platyhelminthes","Trematoda","Strigeidida","Schistosomatidae","Trichobilharzia","Trichobilharzia szidati"
"Annelida","Polychaeta","Terebellida","Trichobranchidae","Trichobranchus","Trichobranchus roseus"
"Arthropoda","Insecta","Coleoptera","Carabidae","Dicheirotrichus","Dicheirotrichus cognatus"
"Arthropoda","Insecta","Coleoptera","Carabidae","Dicheirotrichus","Dicheirotrichus placidus"
"Arthropoda","Insecta","Diptera","Trichoceridae","Trichocera","Trichocera saltator"
"Arthropoda","Insecta","Diptera","Trichoceridae","Trichocera","Trichocera maculipennis"
"Arthropoda","Insecta","Diptera","Trichoceridae","Trichocera","Trichocera major"
"Arthropoda","Insecta","Diptera","Trichoceridae","Trichocera","Trichocera parva"
"Arthropoda","Insecta","Diptera","Trichoceridae","Trichocera","Trichocera regelationis"
"Rotifera","Monogononta","Ploima","Trichocercidae","Trichocerca","Trichocerca cylindrica"
"Rotifera","Monogononta","Ploima","Trichocercidae","Trichocerca","Trichocerca elongata"
"Rotifera","Monogononta","Ploima","Trichocercidae","Trichocerca","Trichocerca longiseta"
"Rotifera","Monogononta","Ploima","Trichocercidae","Trichocerca","Trichocerca rattus"
"Rotifera","Monogononta","Ploima","Trichocercidae","Trichocerca","Trichocerca similis"
"Rotifera","Monogononta","Ploima","Trichocercidae","Trichocerca","Trichocerca stylata"
"Rotifera","Monogononta","Ploima","Trichocercidae","Trichocerca","Trichocerca tenuior"
"Arthropoda","Insecta","Hemiptera","Triozidae","Trichochermes","Trichochermes walkeri"
"Arthropoda","Insecta","Coleoptera","Cleridae","Trichodes","Trichodes alvearius"
"Arthropoda","Insecta","Coleoptera","Cleridae","Trichodes","Trichodes apiarius"
"Nematoda","Enoplea","Triplonchida","Trichodoridae","Trichodorus","Trichodorus cylindricus"
"Nematoda","Enoplea","Triplonchida","Trichodoridae","Trichodorus","Trichodorus primitivus"
"Nematoda","Enoplea","Triplonchida","Trichodoridae","Trichodorus","Trichodorus similis"
"Nematoda","Enoplea","Triplonchida","Trichodoridae","Trichodorus","Trichodorus sparsus"
"Nematoda","Enoplea","Triplonchida","Trichodoridae","Trichodorus","Trichodorus variopapillatus"
"Nematoda","Enoplea","Triplonchida","Trichodoridae","Trichodorus","Trichodorus viruliferus"
"Arthropoda","Arachnida","Sarcoptiformes","Myocoptidae","Trichoecius","Trichoecius tenax"
"Arthropoda","Insecta","Coleoptera","Cerambycidae","Trichoferus","Trichoferus campestris"
"Arthropoda","Insecta","Coleoptera","Cerambycidae","Trichoferus","Trichoferus griseus"
"Arthropoda","Insecta","Coleoptera","Cerambycidae","Trichoferus","Trichoferus holosericeus"
"Arthropoda","Insecta","Hymenoptera","Trichogrammatidae","Trichogramma","Trichogramma brassicae"
"Arthropoda","Insecta","Hymenoptera","Trichogrammatidae","Trichogramma","Trichogramma cacaeciae"
"Arthropoda","Insecta","Hymenoptera","Trichogrammatidae","Trichogramma","Trichogramma dendrolimi"
"Arthropoda","Insecta","Hymenoptera","Trichogrammatidae","Trichogramma","Trichogramma embryophagum"
"Arthropoda","Insecta","Hymenoptera","Trichogrammatidae","Trichogramma","Trichogramma evanescens"
"Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Tricholabus","Tricholabus strigatorius"
"Arthropoda","Insecta","Diptera","Lauxaniidae","Tricholauxania","Tricholauxania praeusta"
"Arthropoda","Insecta","Trichoptera","Hydroptilidae","Tricholeiochiton","Tricholeiochiton fagesii"
"Arthropoda","Insecta","Hymenoptera","Pteromalidae","Trichomalus","Trichomalus perfectus"
"Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Trichomma","Trichomma enecator"
"Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Trichomma","Trichomma fulvidens"
"Arthropoda","Arachnida","Araneae","Linyphiidae","Trichoncus","Trichoncus affinis"
"Arthropoda","Malacostraca","Isopoda","Trichoniscidae","Trichoniscoides","Trichoniscoides albidus"
"Arthropoda","Malacostraca","Isopoda","Trichoniscidae","Trichoniscoides","Trichoniscoides helveticus"
"Arthropoda","Malacostraca","Isopoda","Trichoniscidae","Trichoniscoides","Trichoniscoides sarsi"
"Arthropoda","Malacostraca","Isopoda","Trichoniscidae","Trichoniscus","Trichoniscus provisorius"
"Arthropoda","Malacostraca","Isopoda","Trichoniscidae","Trichoniscus","Trichoniscus pusillus"
"Arthropoda","Malacostraca","Isopoda","Trichoniscidae","Trichoniscus","Trichoniscus pygmaeus"
"Arthropoda","Insecta","Diptera","Mycetophilidae","Trichonta","Trichonta atricauda"
"Arthropoda","Insecta","Diptera","Mycetophilidae","Trichonta","Trichonta submaculata"
"Arthropoda","Insecta","Diptera","Mycetophilidae","Trichonta","Trichonta terminalis"
"Arthropoda","Insecta","Diptera","Mycetophilidae","Trichonta","Trichonta vitta"
"Arthropoda","Insecta","Coleoptera","Staphylinidae","Trichonyx","Trichonyx sulcicollis"
"Arthropoda","Insecta","Diptera","Empididae","Trichopeza","Trichopeza longicornis"
"Arthropoda","Insecta","Lepidoptera","Tineidae","Trichophaga","Trichophaga tapetzella"
"Arthropoda","Insecta","Coleoptera","Staphylinidae","Trichophya","Trichophya pilicornis"
"Arthropoda","Insecta","Lepidoptera","Noctuidae","Trichoplusia","Trichoplusia ni"
"Arthropoda","Insecta","Diptera","Tachinidae","Trichopoda","Trichopoda pennipes"
"Arthropoda","Insecta","Psocoptera","Trichopsocidae","Trichopsocus","Trichopsocus dalii"
"Arthropoda","Insecta","Diptera","Syrphidae","Trichopsomyia","Trichopsomyia flavitarsis"
"Arthropoda","Insecta","Diptera","Syrphidae","Trichopsomyia","Trichopsomyia joratensis"
"Arthropoda","Insecta","Diptera","Psychodidae","Trichopsychoda","Trichopsychoda hirtella"
"Arthropoda","Arachnida","Araneae","Linyphiidae","Trichopterna","Trichopterna cito"
"Arthropoda","Insecta","Lepidoptera","Geometridae","Trichopteryx","Trichopteryx carpinata"
"Arthropoda","Insecta","Lepidoptera","Geometridae","Trichopteryx","Trichopteryx polycommata"
"Arthropoda","Malacostraca","Isopoda","Platyarthridae","Trichorhina","Trichorhina tomentosa"
"Arthropoda","Arachnida","Sarcoptiformes","Ceratozetidae","Trichoribates","Trichoribates trimaculatus"
"Arthropoda","Insecta","Diptera","Sciaridae","Trichosia","Trichosia edwardsi"
"Arthropoda","Insecta","Diptera","Sciaridae","Trichosia","Trichosia morio"
"Arthropoda","Insecta","Diptera","Sciaridae","Trichosia","Trichosia pulchricornis"
"Arthropoda","Insecta","Diptera","Sciaridae","Trichosia","Trichosia splendens"
"Arthropoda","Insecta","Coleoptera","Curculionidae","Trichosirocalus","Trichosirocalus barnevillei"
"Arthropoda","Insecta","Coleoptera","Curculionidae","Trichosirocalus","Trichosirocalus spurnyi"
"Arthropoda","Insecta","Coleoptera","Curculionidae","Trichosirocalus","Trichosirocalus thalhammeri"
"Arthropoda","Insecta","Coleoptera","Curculionidae","Trichosirocalus","Trichosirocalus troglodytes"
"Nematoda","Enoplea","Trichinellida","Trichosomoididae","Trichosomoides","Trichosomoides crassicauda"
"Arthropoda","Insecta","Trichoptera","Phryganeidae","Trichostegia","Trichostegia minor"
"Arthropoda","Insecta","Coleoptera","Scarabaeidae","Trichostetha","Trichostetha fascicularis"
"Nematoda","Chromadorea","Strongylida","Trichostrongylidae","Trichostrongylus","Trichostrongylus axei"
"Nematoda","Chromadorea","Strongylida","Trichostrongylidae","Trichostrongylus","Trichostrongylus capricola"
"Nematoda","Chromadorea","Strongylida","Trichostrongylidae","Trichostrongylus","Trichostrongylus colubriformis"
"Nematoda","Chromadorea","Strongylida","Trichostrongylidae","Trichostrongylus","Trichostrongylus longispicularis"
"Nematoda","Chromadorea","Strongylida","Trichostrongylidae","Trichostrongylus","Trichostrongylus retortaeformis"
"Nematoda","Chromadorea","Strongylida","Trichostrongylidae","Trichostrongylus","Trichostrongylus tenuis"
"Nematoda","Chromadorea","Strongylida","Trichostrongylidae","Trichostrongylus","Trichostrongylus vitrinus"
"Arthropoda","Insecta","Coleoptera","Carabidae","Trichotichnus","Trichotichnus laevicollis"
"Arthropoda","Insecta","Coleoptera","Carabidae","Trichotichnus","Trichotichnus nitens"
"Rotifera","Monogononta","Ploima","Trichotriidae","Trichotria","Trichotria tetractis"
"Arthropoda","Arachnida","Mesostigmata","Trematuridae","Trichouropoda","Trichouropoda orbicularis"
"Arthropoda","Arachnida","Mesostigmata","Trematuridae","Trichouropoda","Trichouropoda ovalis"
"Arthropoda","Insecta","Hymenoptera","Chrysididae","Trichrysis","Trichrysis cyanea"
"Nematoda","Enoplea","Trichinellida","Trichuridae","Trichuris","Trichuris discolor"
"Nematoda","Enoplea","Trichinellida","Trichuridae","Trichuris","Trichuris globulosa"
"Nematoda","Enoplea","Trichinellida","Trichuridae","Trichuris","Trichuris leporis"
"Nematoda","Enoplea","Trichinellida","Trichuridae","Trichuris","Trichuris muris"
"Nematoda","Enoplea","Trichinellida","Trichuridae","Trichuris","Trichuris myocastoris"
"Nematoda","Enoplea","Trichinellida","Trichuridae","Trichuris","Trichuris ovis"
"Nematoda","Enoplea","Trichinellida","Trichuridae","Trichuris","Trichuris skrjabini"
"Nematoda","Enoplea","Trichinellida","Trichuridae","Trichuris","Trichuris suis"
"Nematoda","Enoplea","Trichinellida","Trichuridae","Trichuris","Trichuris trichiura"
"Nematoda","Enoplea","Trichinellida","Trichuridae","Trichuris","Trichuris vulpis"
"Arthropoda","Insecta","Diptera","Rhinophoridae","Tricogena","Tricogena rubricosa"
"Mollusca","Gastropoda","Trochida","Phasianellidae","Tricolia","Tricolia pullus"
"Chordata","Actinopteri","Gobiiformes","Gobiidae","Tridentiger","Tridentiger barbatus"
"Arthropoda","Insecta","Lepidoptera","Nepticulidae","Trifurcula","Trifurcula cryptella"
"Arthropoda","Insecta","Lepidoptera","Nepticulidae","Trifurcula","Trifurcula eurema"
"Arthropoda","Insecta","Lepidoptera","Nepticulidae","Glaucolepis","Glaucolepis headleyella"
"Arthropoda","Insecta","Lepidoptera","Nepticulidae","Trifurcula","Trifurcula immundella"
"Arthropoda","Insecta","Lepidoptera","Nepticulidae","Trifurcula","Trifurcula subnitidella"
"Chordata","Actinopteri","Perciformes","Triglidae","Trigla","Trigla lucerna"
"Chordata","Actinopteri","Perciformes","Cottidae","Triglops","Triglops murrayi"
"Arthropoda","Insecta","Diptera","Syrphidae","Triglyphus","Triglyphus primus"
"Arthropoda","Insecta","Hymenoptera","Cynipidae","Trigonaspis","Trigonaspis megaptera"
"Arthropoda","Insecta","Hymenoptera","Cynipidae","Trigonaspis","Trigonaspis synaspis"
"Arthropoda","Insecta","Archaeognatha","Machilidae","Trigoniophthalmus","Trigoniophthalmus alternatus"
"Arthropoda","Insecta","Diptera","Lauxaniidae","Trigonometopus","Trigonometopus frontalis"
"Arthropoda","Insecta","Hemiptera","Miridae","Trigonotylus","Trigonotylus caelestialium"
"Arthropoda","Insecta","Hemiptera","Miridae","Trigonotylus","Trigonotylus psammaecolor"
"Arthropoda","Insecta","Hemiptera","Miridae","Trigonotylus","Trigonotylus pulchellus"
"Arthropoda","Arachnida","Sarcoptiformes","Malaconothridae","Tyrphonothrus","Tyrphonothrus maior"
"Arthropoda","Insecta","Phthiraptera","Trimenoponidae","Trimenopon","Trimenopon hispidum"
